"Country or Area","Year(s)","Value","Value Footnotes"
"Côte d’Ivoire","2011","19390",""
"Côte d’Ivoire","2010","18977",""
"Côte d’Ivoire","2009","18601",""
"Côte d’Ivoire","2008","18260",""
"Côte d’Ivoire","2007","17949",""
"Côte d’Ivoire","2006","17662",""
"Côte d’Ivoire","2005","17394",""
"Côte d’Ivoire","2004","17144",""
"Côte d’Ivoire","2003","16910",""
"Côte d’Ivoire","2002","16675",""
"Côte d’Ivoire","2001","16420",""
"Côte d’Ivoire","2000","16131",""
"Côte d’Ivoire","1999","15802",""
"Côte d’Ivoire","1998","15436",""
"Côte d’Ivoire","1997","15042",""
"Côte d’Ivoire","1996","14632",""
"Côte d’Ivoire","1995","14217",""
"Côte d’Ivoire","1994","13799",""
"Côte d’Ivoire","1993","13375",""
"Côte d’Ivoire","1992","12951",""
"Côte d’Ivoire","1991","12530",""
"Côte d’Ivoire","1990","12116",""
"Croatia","2012","4307",""
"Croatia","2011","4324",""
"Croatia","2010","4338",""
"Croatia","2009","4350",""
"Croatia","2008","4360",""
"Croatia","2007","4369",""
"Croatia","2006","4379",""
"Croatia","2005","4389",""
"Croatia","2004","4400",""
"Croatia","2003","4411",""
"Croatia","2002","4426",""
"Croatia","2001","4447",""
"Croatia","2000","4475",""
"Croatia","1999","4512",""
"Croatia","1998","4555",""
"Croatia","1997","4602",""
"Croatia","1996","4648",""
"Croatia","1995","4690",""
"Croatia","1994","4729",""
"Croatia","1993","4762",""
"Croatia","1992","4788",""
"Croatia","1991","4799",""
"Croatia","1990","4794",""
"Cuba","2012","11271",""
"Cuba","2011","11276",""
"Cuba","2010","11282",""
"Cuba","2009","11289",""
"Cuba","2008","11296",""
"Cuba","2007","11302",""
"Cuba","2006","11301",""
"Cuba","2005","11292",""
"Cuba","2004","11273",""
"Cuba","2003","11246",""
"Cuba","2002","11212",""
"Cuba","2001","11175",""
"Cuba","2000","11138",""
"Cuba","1999","11102",""
"Cuba","1998","11064",""
"Cuba","1997","11024",""
"Cuba","1996","10981",""
"Cuba","1995","10932",""
"Cuba","1994","10879",""
"Cuba","1993","10822",""
"Cuba","1992","10758",""
"Cuba","1991","10685",""
"Cuba","1990","10601",""
"Cyprus","2012","1129",""
"Cyprus","2011","1117",""
"Cyprus","2010","1104",""
"Cyprus","2009","1091",""
"Cyprus","2008","1077",""
"Cyprus","2007","1063",""
"Cyprus","2006","1048",""
"Cyprus","2005","1033",""
"Cyprus","2004","1016",""
"Cyprus","2003","998",""
"Cyprus","2002","980",""
"Cyprus","2001","961",""
"Cyprus","2000","943",""
"Cyprus","1999","925",""
"Cyprus","1998","908",""
"Cyprus","1997","891",""
"Cyprus","1996","873",""
"Cyprus","1995","855",""
"Cyprus","1994","837",""
"Cyprus","1993","819",""
"Cyprus","1992","801",""
"Cyprus","1991","783",""
"Cyprus","1990","767",""
"Czech Republic","2012","10660",""
"Czech Republic","2011","10611",""
"Czech Republic","2010","10554",""
"Czech Republic","2009","10486",""
"Czech Republic","2008","10412",""
"Czech Republic","2007","10338",""
"Czech Republic","2006","10275",""
"Czech Republic","2005","10231",""
"Czech Republic","2004","10208",""
"Czech Republic","2003","10204",""
"Czech Republic","2002","10214",""
"Czech Republic","2001","10231",""
"Czech Republic","2000","10250",""
"Czech Republic","1999","10270",""
"Czech Republic","1998","10291",""
"Czech Republic","1997","10311",""
"Czech Republic","1996","10328",""
"Czech Republic","1995","10339",""
"Czech Republic","1994","10344",""
"Czech Republic","1993","10342",""
"Czech Republic","1992","10336",""
"Czech Republic","1991","10330",""
"Czech Republic","1990","10326",""
"Democratic People's Republic of Korea","2012","24763",""
"Democratic People's Republic of Korea","2011","24631",""
"Democratic People's Republic of Korea","2010","24501",""
"Democratic People's Republic of Korea","2009","24372",""
"Democratic People's Republic of Korea","2008","24244",""
"Democratic People's Republic of Korea","2007","24112",""
"Democratic People's Republic of Korea","2006","23970",""
"Democratic People's Republic of Korea","2005","23813",""
"Democratic People's Republic of Korea","2004","23639",""
"Democratic People's Republic of Korea","2003","23449",""
"Democratic People's Republic of Korea","2002","23248",""
"Democratic People's Republic of Korea","2001","23043",""
"Democratic People's Republic of Korea","2000","22840",""
"Democratic People's Republic of Korea","1999","22642",""
"Democratic People's Republic of Korea","1998","22445",""
"Democratic People's Republic of Korea","1997","22241",""
"Democratic People's Republic of Korea","1996","22017",""
"Democratic People's Republic of Korea","1995","21764",""
"Democratic People's Republic of Korea","1994","21479",""
"Democratic People's Republic of Korea","1993","21166",""
"Democratic People's Republic of Korea","1992","20838",""
"Democratic People's Republic of Korea","1991","20510",""
"Democratic People's Republic of Korea","1990","20194",""
"Democratic Republic of the Congo","2012","65705",""
"Democratic Republic of the Congo","2011","63932",""
"Democratic Republic of the Congo","2010","62191",""
"Democratic Republic of the Congo","2009","60486",""
"Democratic Republic of the Congo","2008","58819",""
"Democratic Republic of the Congo","2007","57188",""
"Democratic Republic of the Congo","2006","55591",""
"Democratic Republic of the Congo","2005","54028",""
"Democratic Republic of the Congo","2004","52487",""
"Democratic Republic of the Congo","2003","50972",""
"Democratic Republic of the Congo","2002","49517",""
"Democratic Republic of the Congo","2001","48167",""
"Democratic Republic of the Congo","2000","46949",""
"Democratic Republic of the Congo","1999","45889",""
"Democratic Republic of the Congo","1998","44961",""
"Democratic Republic of the Congo","1997","44078",""
"Democratic Republic of the Congo","1996","43123",""
"Democratic Republic of the Congo","1995","42013",""
"Democratic Republic of the Congo","1994","40712",""
"Democratic Republic of the Congo","1993","39257",""
"Democratic Republic of the Congo","1992","37731",""
"Democratic Republic of the Congo","1991","36253",""
"Democratic Republic of the Congo","1990","34911",""
"Denmark","2012","5598",""
"Denmark","2011","5575",""
"Denmark","2010","5551",""
"Denmark","2009","5524",""
"Denmark","2008","5496",""
"Denmark","2007","5468",""
"Denmark","2006","5441",""
"Denmark","2005","5418",""
"Denmark","2004","5399",""
"Denmark","2003","5383",""
"Denmark","2002","5369",""
"Denmark","2001","5355",""
"Denmark","2000","5338",""
"Denmark","1999","5319",""
"Denmark","1998","5299",""
"Denmark","1997","5277",""
"Denmark","1996","5254",""
"Denmark","1995","5233",""
"Denmark","1994","5211",""
"Denmark","1993","5191",""
"Denmark","1992","5171",""
"Denmark","1991","5154",""
"Denmark","1990","5140",""
"Djibouti","2012","860",""
"Djibouti","2011","847",""
"Djibouti","2010","834",""
"Djibouti","2009","822",""
"Djibouti","2008","810",""
"Djibouti","2007","799",""
"Djibouti","2006","788",""
"Djibouti","2005","777",""
"Djibouti","2004","766",""
"Djibouti","2003","755",""
"Djibouti","2002","744",""
"Djibouti","2001","734",""
"Djibouti","2000","723",""
"Djibouti","1999","712",""
"Djibouti","1998","700",""
"Djibouti","1997","688",""
"Djibouti","1996","676",""
"Djibouti","1995","664",""
"Djibouti","1994","653",""
"Djibouti","1993","642",""
"Djibouti","1992","629",""
"Djibouti","1991","613",""
"Djibouti","1990","590",""
"Dominica","2012","72",""
"Dominica","2011","71",""
"Dominica","2010","71",""
"Dominica","2009","71",""
"Dominica","2008","71",""
"Dominica","2007","71",""
"Dominica","2006","71",""
"Dominica","2005","71",""
"Dominica","2004","70",""
"Dominica","2003","70",""
"Dominica","2002","70",""
"Dominica","2001","70",""
"Dominica","2000","70",""
"Dominica","1999","70",""
"Dominica","1998","70",""
"Dominica","1997","71",""
"Dominica","1996","71",""
"Dominica","1995","71",""
"Dominica","1994","71",""
"Dominica","1993","71",""
"Dominica","1992","71",""
"Dominica","1991","71",""
"Dominica","1990","71",""
"Dominican Republic","2012","10277",""
"Dominican Republic","2011","10148",""
"Dominican Republic","2010","10017",""
"Dominican Republic","2009","9884",""
"Dominican Republic","2008","9750",""
"Dominican Republic","2007","9615",""
"Dominican Republic","2006","9479",""
"Dominican Republic","2005","9343",""
"Dominican Republic","2004","9207",""
"Dominican Republic","2003","9071",""
"Dominican Republic","2002","8935",""
"Dominican Republic","2001","8799",""
"Dominican Republic","2000","8663",""
"Dominican Republic","1999","8528",""
"Dominican Republic","1998","8393",""
"Dominican Republic","1997","8256",""
"Dominican Republic","1996","8119",""
"Dominican Republic","1995","7978",""
"Dominican Republic","1994","7834",""
"Dominican Republic","1993","7688",""
"Dominican Republic","1992","7540",""
"Dominican Republic","1991","7392",""
"Dominican Republic","1990","7245",""
"Ecuador","2012","15492",""
"Ecuador","2011","15246",""
"Ecuador","2010","15001",""
"Ecuador","2009","14756",""
"Ecuador","2008","14512",""
"Ecuador","2007","14268",""
"Ecuador","2006","14024",""
"Ecuador","2005","13777",""
"Ecuador","2004","13529",""
"Ecuador","2003","13280",""
"Ecuador","2002","13030",""
"Ecuador","2001","12781",""
"Ecuador","2000","12533",""
"Ecuador","1999","12287",""
"Ecuador","1998","12042",""
"Ecuador","1997","11799",""
"Ecuador","1996","11557",""
"Ecuador","1995","11316",""
"Ecuador","1994","11075",""
"Ecuador","1993","10836",""
"Ecuador","1992","10598",""
"Ecuador","1991","10361",""
"Ecuador","1990","10124",""
"Egypt","2012","80722",""
"Egypt","2011","79392",""
"Egypt","2010","78076",""
"Egypt","2009","76775",""
"Egypt","2008","75492",""
"Egypt","2007","74230",""
"Egypt","2006","72991",""
"Egypt","2005","71778",""
"Egypt","2004","70591",""
"Egypt","2003","69432",""
"Egypt","2002","68303",""
"Egypt","2001","67204",""
"Egypt","2000","66137",""
"Egypt","1999","65098",""
"Egypt","1998","64084",""
"Egypt","1997","63094",""
"Egypt","1996","62124",""
"Egypt","1995","61168",""
"Egypt","1994","60232",""
"Egypt","1993","59308",""
"Egypt","1992","58371",""
"Egypt","1991","57388",""
"Egypt","1990","56337",""
"El Salvador","2012","6297",""
"El Salvador","2011","6256",""
"El Salvador","2010","6218",""
"El Salvador","2009","6183",""
"El Salvador","2008","6152",""
"El Salvador","2007","6123",""
"El Salvador","2006","6097",""
"El Salvador","2005","6073",""
"El Salvador","2004","6050",""
"El Salvador","2003","6029",""
"El Salvador","2002","6008",""
"El Salvador","2001","5985",""
"El Salvador","2000","5959",""
"El Salvador","1999","5929",""
"El Salvador","1998","5895",""
"El Salvador","1997","5855",""
"El Salvador","1996","5807",""
"El Salvador","1995","5748",""
"El Salvador","1994","5678",""
"El Salvador","1993","5597",""
"El Salvador","1992","5511",""
"El Salvador","1991","5425",""
"El Salvador","1990","5344",""
"Equatorial Guinea","2012","736",""
"Equatorial Guinea","2011","716",""
"Equatorial Guinea","2010","696",""
"Equatorial Guinea","2009","677",""
"Equatorial Guinea","2008","658",""
"Equatorial Guinea","2007","640",""
"Equatorial Guinea","2006","622",""
"Equatorial Guinea","2005","604",""
"Equatorial Guinea","2004","586",""
"Equatorial Guinea","2003","569",""
"Equatorial Guinea","2002","551",""
"Equatorial Guinea","2001","535",""
"Equatorial Guinea","2000","518",""
"Equatorial Guinea","1999","502",""
"Equatorial Guinea","1998","487",""
"Equatorial Guinea","1997","471",""
"Equatorial Guinea","1996","456",""
"Equatorial Guinea","1995","442",""
"Equatorial Guinea","1994","428",""
"Equatorial Guinea","1993","413",""
"Equatorial Guinea","1992","400",""
"Equatorial Guinea","1991","386",""
"Equatorial Guinea","1990","374",""
"Eritrea","2012","6131",""
"Eritrea","2011","5933",""
"Eritrea","2010","5741",""
"Eritrea","2009","5558",""
"Eritrea","2008","5382",""
"Eritrea","2007","5210",""
"Eritrea","2006","5035",""
"Eritrea","2005","4854",""
"Eritrea","2004","4666",""
"Eritrea","2003","4473",""
"Eritrea","2002","4282",""
"Eritrea","2001","4102",""
"Eritrea","2000","3939",""
"Eritrea","1999","3795",""
"Eritrea","1998","3668",""
"Eritrea","1997","3560",""
"Eritrea","1996","3473",""
"Eritrea","1995","3408",""
"Eritrea","1994","3366",""
"Eritrea","1993","3345",""
"Eritrea","1992","3332",""
"Eritrea","1991","3312",""
"Eritrea","1990","3273",""
"Estonia","2012","1291",""
"Estonia","2011","1294",""
"Estonia","2010","1299",""
"Estonia","2009","1303",""
"Estonia","2008","1308",""
"Estonia","2007","1313",""
"Estonia","2006","1319",""
"Estonia","2005","1325",""
"Estonia","2004","1332",""
"Estonia","2003","1339",""
"Estonia","2002","1348",""
"Estonia","2001","1357",""
"Estonia","2000","1366",""
"Estonia","1999","1376",""
"Estonia","1998","1386",""
"Estonia","1997","1397",""
"Estonia","1996","1413",""
"Estonia","1995","1433",""
"Estonia","1994","1460",""
"Estonia","1993","1491",""
"Estonia","1992","1523",""
"Estonia","1991","1549",""
"Estonia","1990","1565",""
"Ethiopia","2012","91729",""
"Ethiopia","2011","89393",""
"Ethiopia","2010","87095",""
"Ethiopia","2009","84838",""
"Ethiopia","2008","82621",""
"Ethiopia","2007","80441",""
"Ethiopia","2006","78291",""
"Ethiopia","2005","76167",""
"Ethiopia","2004","74066",""
"Ethiopia","2003","71990",""
"Ethiopia","2002","69948",""
"Ethiopia","2001","67957",""
"Ethiopia","2000","66024",""
"Ethiopia","1999","64159",""
"Ethiopia","1998","62354",""
"Ethiopia","1997","60584",""
"Ethiopia","1996","58815",""
"Ethiopia","1995","57024",""
"Ethiopia","1994","55200",""
"Ethiopia","1993","53358",""
"Ethiopia","1992","51526",""
"Ethiopia","1991","49744",""
"Ethiopia","1990","48043",""
"Fiji","2012","875",""
"Fiji","2011","868",""
"Fiji","2010","861",""
"Fiji","2009","852",""
"Fiji","2008","844",""
"Fiji","2007","835",""
"Fiji","2006","828",""
"Fiji","2005","822",""
"Fiji","2004","819",""
"Fiji","2003","817",""
"Fiji","2002","816",""
"Fiji","2001","815",""
"Fiji","2000","812",""
"Fiji","1999","807",""
"Fiji","1998","801",""
"Fiji","1997","793",""
"Fiji","1996","785",""
"Fiji","1995","776",""
"Fiji","1994","766",""
"Fiji","1993","755",""
"Fiji","1992","744",""
"Fiji","1991","735",""
"Fiji","1990","728",""
"Finland","2012","5408",""
"Finland","2011","5389",""
"Finland","2010","5368",""
"Finland","2009","5344",""
"Finland","2008","5318",""
"Finland","2007","5292",""
"Finland","2006","5268",""
"Finland","2005","5246",""
"Finland","2004","5228",""
"Finland","2003","5213",""
"Finland","2002","5200",""
"Finland","2001","5188",""
"Finland","2000","5176",""
"Finland","1999","5165",""
"Finland","1998","5153",""
"Finland","1997","5141",""
"Finland","1996","5126",""
"Finland","1995","5108",""
"Finland","1994","5086",""
"Finland","1993","5061",""
"Finland","1992","5035",""
"Finland","1991","5009",""
"Finland","1990","4987",""
"France","2012","63937",""
"France","2011","63582",""
"France","2010","63231",""
"France","2009","62888",""
"France","2008","62553",""
"France","2007","62211",""
"France","2006","61845",""
"France","2005","61445",""
"France","2004","61003",""
"France","2003","60528",""
"France","2002","60048",""
"France","2001","59601",""
"France","2000","59213",""
"France","1999","58895",""
"France","1998","58636",""
"France","1997","58418",""
"France","1996","58216",""
"France","1995","58009",""
"France","1994","57792",""
"France","1993","57570",""
"France","1992","57339",""
"France","1991","57098",""
"France","1990","56846",""
"Gabon","2012","1633",""
"Gabon","2011","1594",""
"Gabon","2010","1556",""
"Gabon","2009","1519",""
"Gabon","2008","1483",""
"Gabon","2007","1447",""
"Gabon","2006","1413",""
"Gabon","2005","1379",""
"Gabon","2004","1347",""
"Gabon","2003","1316",""
"Gabon","2002","1285",""
"Gabon","2001","1255",""
"Gabon","2000","1226",""
"Gabon","1999","1196",""
"Gabon","1998","1167",""
"Gabon","1997","1137",""
"Gabon","1996","1109",""
"Gabon","1995","1080",""
"Gabon","1994","1053",""
"Gabon","1993","1026",""
"Gabon","1992","999",""
"Gabon","1991","973",""
"Gabon","1990","947",""
"Gambia","2012","1791",""
"Gambia","2011","1735",""
"Gambia","2010","1681",""
"Gambia","2009","1628",""
"Gambia","2008","1578",""
"Gambia","2007","1529",""
"Gambia","2006","1482",""
"Gambia","2005","1437",""
"Gambia","2004","1392",""
"Gambia","2003","1349",""
"Gambia","2002","1307",""
"Gambia","2001","1267",""
"Gambia","2000","1229",""
"Gambia","1999","1193",""
"Gambia","1998","1159",""
"Gambia","1997","1127",""
"Gambia","1996","1096",""
"Gambia","1995","1066",""
"Gambia","1994","1037",""
"Gambia","1993","1008",""
"Gambia","1992","980",""
"Gambia","1991","949",""
"Gambia","1990","917",""
"Georgia","2012","4358",""
"Georgia","2011","4374",""
"Georgia","2010","4389",""
"Georgia","2009","4401",""
"Georgia","2008","4413",""
"Georgia","2007","4426",""
"Georgia","2006","4446",""
"Georgia","2005","4475",""
"Georgia","2004","4515",""
"Georgia","2003","4565",""
"Georgia","2002","4622",""
"Georgia","2001","4682",""
"Georgia","2000","4744",""
"Georgia","1999","4803",""
"Georgia","1998","4862",""
"Georgia","1997","4922",""
"Georgia","1996","4990",""
"Georgia","1995","5067",""
"Georgia","1994","5156",""
"Georgia","1993","5253",""
"Georgia","1992","5346",""
"Georgia","1991","5418",""
"Georgia","1990","5460",""
"Germany","2012","82800",""
"Germany","2011","82893",""
"Germany","2010","83017",""
"Germany","2009","83183",""
"Germany","2008","83380",""
"Germany","2007","83579",""
"Germany","2006","83740",""
"Germany","2005","83836",""
"Germany","2004","83849",""
"Germany","2003","83788",""
"Germany","2002","83685",""
"Germany","2001","83583",""
"Germany","2000","83512",""
"Germany","1999","83491",""
"Germany","1998","83501",""
"Germany","1997","83491",""
"Germany","1996","83389",""
"Germany","1995","83148",""
"Germany","1994","82750",""
"Germany","1993","82225",""
"Germany","1992","81625",""
"Germany","1991","81026",""
"Germany","1990","80487",""
"Ghana","2012","25366",""
"Ghana","2011","24821",""
"Ghana","2010","24263",""
"Ghana","2009","23692",""
"Ghana","2008","23110",""
"Ghana","2007","22526",""
"Ghana","2006","21948",""
"Ghana","2005","21384",""
"Ghana","2004","20836",""
"Ghana","2003","20302",""
"Ghana","2002","19786",""
"Ghana","2001","19293",""
"Ghana","2000","18825",""
"Ghana","1999","18384",""
"Ghana","1998","17969",""
"Ghana","1997","17568",""
"Ghana","1996","17169",""
"Ghana","1995","16761",""
"Ghana","1994","16339",""
"Ghana","1993","15907",""
"Ghana","1992","15472",""
"Ghana","1991","15043",""
"Ghana","1990","14629",""
"Greece","2012","11125",""
"Greece","2011","11119",""
"Greece","2010","11110",""
"Greece","2009","11098",""
"Greece","2008","11083",""
"Greece","2007","11067",""
"Greece","2006","11053",""
"Greece","2005","11042",""
"Greece","2004","11035",""
"Greece","2003","11032",""
"Greece","2002","11026",""
"Greece","2001","11013",""
"Greece","2000","10987",""
"Greece","1999","10948",""
"Greece","1998","10897",""
"Greece","1997","10834",""
"Greece","1996","10758",""
"Greece","1995","10672",""
"Greece","1994","10572",""
"Greece","1993","10462",""
"Greece","1992","10350",""
"Greece","1991","10247",""
"Greece","1990","10161",""
"Grenada","2012","105",""
"Grenada","2011","105",""
"Grenada","2010","105",""
"Grenada","2009","104",""
"Grenada","2008","104",""
"Grenada","2007","104",""
"Grenada","2006","103",""
"Grenada","2005","103",""
"Grenada","2004","103",""
"Grenada","2003","102",""
"Grenada","2002","102",""
"Grenada","2001","102",""
"Grenada","2000","102",""
"Grenada","1999","101",""
"Grenada","1998","101",""
"Grenada","1997","101",""
"Grenada","1996","101",""
"Grenada","1995","100",""
"Grenada","1994","99",""
"Grenada","1993","98",""
"Grenada","1992","97",""
"Grenada","1991","96",""
"Grenada","1990","96",""
"Guatemala","2012","15083",""
"Guatemala","2011","14707",""
"Guatemala","2010","14342",""
"Guatemala","2009","13989",""
"Guatemala","2008","13648",""
"Guatemala","2007","13318",""
"Guatemala","2006","12995",""
"Guatemala","2005","12679",""
"Guatemala","2004","12368",""
"Guatemala","2003","12063",""
"Guatemala","2002","11766",""
"Guatemala","2001","11479",""
"Guatemala","2000","11204",""
"Guatemala","1999","10942",""
"Guatemala","1998","10691",""
"Guatemala","1997","10450",""
"Guatemala","1996","10215",""
"Guatemala","1995","9984",""
"Guatemala","1994","9756",""
"Guatemala","1993","9533",""
"Guatemala","1992","9313",""
"Guatemala","1991","9099",""
"Guatemala","1990","8890",""
"Guinea","2012","11451",""
"Guinea","2011","11162",""
"Guinea","2010","10876",""
"Guinea","2009","10593",""
"Guinea","2008","10315",""
"Guinea","2007","10047",""
"Guinea","2006","9799",""
"Guinea","2005","9576",""
"Guinea","2004","9380",""
"Guinea","2003","9205",""
"Guinea","2002","9046",""
"Guinea","2001","8895",""
"Guinea","2000","8746",""
"Guinea","1999","8601",""
"Guinea","1998","8457",""
"Guinea","1997","8296",""
"Guinea","1996","8095",""
"Guinea","1995","7837",""
"Guinea","1994","7514",""
"Guinea","1993","7136",""
"Guinea","1992","6734",""
"Guinea","1991","6352",""
"Guinea","1990","6020",""
"Guinea-Bissau","2012","1664",""
"Guinea-Bissau","2011","1624",""
"Guinea-Bissau","2010","1587",""
"Guinea-Bissau","2009","1551",""
"Guinea-Bissau","2008","1517",""
"Guinea-Bissau","2007","1484",""
"Guinea-Bissau","2006","1453",""
"Guinea-Bissau","2005","1422",""
"Guinea-Bissau","2004","1391",""
"Guinea-Bissau","2003","1361",""
"Guinea-Bissau","2002","1331",""
"Guinea-Bissau","2001","1302",""
"Guinea-Bissau","2000","1273",""
"Guinea-Bissau","1999","1246",""
"Guinea-Bissau","1998","1218",""
"Guinea-Bissau","1997","1192",""
"Guinea-Bissau","1996","1165",""
"Guinea-Bissau","1995","1140",""
"Guinea-Bissau","1994","1114",""
"Guinea-Bissau","1993","1089",""
"Guinea-Bissau","1992","1065",""
"Guinea-Bissau","1991","1041",""
"Guinea-Bissau","1990","1017",""
"Guyana","2012","795",""
"Guyana","2011","791",""
"Guyana","2010","786",""
"Guyana","2009","781",""
"Guyana","2008","776",""
"Guyana","2007","770",""
"Guyana","2006","765",""
"Guyana","2005","761",""
"Guyana","2004","757",""
"Guyana","2003","754",""
"Guyana","2002","751",""
"Guyana","2001","748",""
"Guyana","2000","744",""
"Guyana","1999","741",""
"Guyana","1998","738",""
"Guyana","1997","734",""
"Guyana","1996","731",""
"Guyana","1995","728",""
"Guyana","1994","726",""
"Guyana","1993","724",""
"Guyana","1992","723",""
"Guyana","1991","723",""
"Guyana","1990","725",""
"Haiti","2012","10174",""
"Haiti","2011","10033",""
"Haiti","2010","9896",""
"Haiti","2009","9765",""
"Haiti","2008","9638",""
"Haiti","2007","9514",""
"Haiti","2006","9389",""
"Haiti","2005","9261",""
"Haiti","2004","9130",""
"Haiti","2003","8996",""
"Haiti","2002","8860",""
"Haiti","2001","8720",""
"Haiti","2000","8578",""
"Haiti","1999","8433",""
"Haiti","1998","8286",""
"Haiti","1997","8136",""
"Haiti","1996","7987",""
"Haiti","1995","7838",""
"Haiti","1994","7691",""
"Haiti","1993","7545",""
"Haiti","1992","7400",""
"Haiti","1991","7255",""
"Haiti","1990","7110",""
"Honduras","2012","7936",""
"Honduras","2011","7777",""
"Honduras","2010","7621",""
"Honduras","2009","7470",""
"Honduras","2008","7322",""
"Honduras","2007","7178",""
"Honduras","2006","7037",""
"Honduras","2005","6899",""
"Honduras","2004","6762",""
"Honduras","2003","6628",""
"Honduras","2002","6496",""
"Honduras","2001","6365",""
"Honduras","2000","6236",""
"Honduras","1999","6107",""
"Honduras","1998","5980",""
"Honduras","1997","5853",""
"Honduras","1996","5724",""
"Honduras","1995","5592",""
"Honduras","1994","5457",""
"Honduras","1993","5320",""
"Honduras","1992","5181",""
"Honduras","1991","5042",""
"Honduras","1990","4904",""
"Hungary","2012","9976",""
"Hungary","2011","9996",""
"Hungary","2010","10015",""
"Hungary","2009","10031",""
"Hungary","2008","10046",""
"Hungary","2007","10061",""
"Hungary","2006","10077",""
"Hungary","2005","10096",""
"Hungary","2004","10118",""
"Hungary","2003","10142",""
"Hungary","2002","10169",""
"Hungary","2001","10196",""
"Hungary","2000","10224",""
"Hungary","1999","10253",""
"Hungary","1998","10283",""
"Hungary","1997","10311",""
"Hungary","1996","10335",""
"Hungary","1995","10352",""
"Hungary","1994","10361",""
"Hungary","1993","10364",""
"Hungary","1992","10365",""
"Hungary","1991","10370",""
"Hungary","1990","10385",""
"Iceland","2012","326",""
"Iceland","2011","322",""
"Iceland","2010","318",""
"Iceland","2009","314",""
"Iceland","2008","309",""
"Iceland","2007","305",""
"Iceland","2006","301",""
"Iceland","2005","297",""
"Iceland","2004","293",""
"Iceland","2003","290",""
"Iceland","2002","287",""
"Iceland","2001","284",""
"Iceland","2000","281",""
"Iceland","1999","278",""
"Iceland","1998","276",""
"Iceland","1997","273",""
"Iceland","1996","270",""
"Iceland","1995","267",""
"Iceland","1994","265",""
"Iceland","1993","262",""
"Iceland","1992","260",""
"Iceland","1991","257",""
"Iceland","1990","255",""
"India","2012","1240000",""
"India","2011","1220000",""
"India","2010","1210000",""
"India","2009","1190000",""
"India","2008","1180000",""
"India","2007","1160000",""
"India","2006","1140000",""
"India","2005","1130000",""
"India","2004","1110000",""
"India","2003","1090000",""
"India","2002","1080000",""
"India","2001","1060000",""
"India","2000","1040000",""
"India","1999","1030000",""
"India","1998","1010000",""
"India","1997","991000",""
"India","1996","973000",""
"India","1995","956000",""
"India","1994","939000",""
"India","1993","921000",""
"India","1992","904000",""
"India","1991","886000",""
"India","1990","869000",""
"Indonesia","2012","247000",""
"Indonesia","2011","244000",""
"Indonesia","2010","241000",""
"Indonesia","2009","238000",""
"Indonesia","2008","234000",""
"Indonesia","2007","231000",""
"Indonesia","2006","228000",""
"Indonesia","2005","225000",""
"Indonesia","2004","221000",""
"Indonesia","2003","218000",""
"Indonesia","2002","215000",""
"Indonesia","2001","212000",""
"Indonesia","2000","209000",""
"Indonesia","1999","206000",""
"Indonesia","1998","203000",""
"Indonesia","1997","200000",""
"Indonesia","1996","197000",""
"Indonesia","1995","194000",""
"Indonesia","1994","191000",""
"Indonesia","1993","188000",""
"Indonesia","1992","185000",""
"Indonesia","1991","182000",""
"Indonesia","1990","179000",""
"Iran (Islamic Republic of)","2012","76424",""
"Iran (Islamic Republic of)","2011","75424",""
"Iran (Islamic Republic of)","2010","74462",""
"Iran (Islamic Republic of)","2009","73543",""
"Iran (Islamic Republic of)","2008","72661",""
"Iran (Islamic Republic of)","2007","71809",""
"Iran (Islamic Republic of)","2006","70977",""
"Iran (Islamic Republic of)","2005","70152",""
"Iran (Islamic Republic of)","2004","69342",""
"Iran (Islamic Republic of)","2003","68543",""
"Iran (Islamic Republic of)","2002","67727",""
"Iran (Islamic Republic of)","2001","66858",""
"Iran (Islamic Republic of)","2000","65911",""
"Iran (Islamic Republic of)","1999","64859",""
"Iran (Islamic Republic of)","1998","63713",""
"Iran (Islamic Republic of)","1997","62543",""
"Iran (Islamic Republic of)","1996","61441",""
"Iran (Islamic Republic of)","1995","60468",""
"Iran (Islamic Republic of)","1994","59663",""
"Iran (Islamic Republic of)","1993","58982",""
"Iran (Islamic Republic of)","1992","58307",""
"Iran (Islamic Republic of)","1991","57472",""
"Iran (Islamic Republic of)","1990","56362",""
"Iraq","2012","32778",""
"Iraq","2011","31837",""
"Iraq","2010","30962",""
"Iraq","2009","30163",""
"Iraq","2008","29430",""
"Iraq","2007","28741",""
"Iraq","2006","28064",""
"Iraq","2005","27377",""
"Iraq","2004","26674",""
"Iraq","2003","25960",""
"Iraq","2002","25238",""
"Iraq","2001","24517",""
"Iraq","2000","23801",""
"Iraq","1999","23091",""
"Iraq","1998","22387",""
"Iraq","1997","21694",""
"Iraq","1996","21017",""
"Iraq","1995","20363",""
"Iraq","1994","19732",""
"Iraq","1993","19124",""
"Iraq","1992","18547",""
"Iraq","1991","18010",""
"Iraq","1990","17518",""
"Ireland","2012","4576",""
"Ireland","2011","4523",""
"Ireland","2010","4468",""
"Ireland","2009","4410",""
"Ireland","2008","4352",""
"Ireland","2007","4291",""
"Ireland","2006","4226",""
"Ireland","2005","4158",""
"Ireland","2004","4086",""
"Ireland","2003","4011",""
"Ireland","2002","3936",""
"Ireland","2001","3866",""
"Ireland","2000","3804",""
"Ireland","1999","3751",""
